,Date/Time,Temp_C,Dew Point Temp_C,Rel Hum_%,Wind Speed_km/h,Visibility_km,Press_kPa,Weather
106,1/5/2012 10:00,-6.0,-10.0,73,17,25.0,100.45,Mainly Clear
107,1/5/2012 11:00,-5.6,-10.2,70,22,25.0,100.41,Mainly Clear
108,1/5/2012 12:00,-4.7,-9.6,69,20,25.0,100.38,Mainly Clear
109,1/5/2012 13:00,-4.4,-9.7,66,26,25.0,100.4,Mainly Clear
110,1/5/2012 14:00,-5.1,-10.7,65,22,25.0,100.46,Mainly Clear
111,1/5/2012 15:00,-4.3,-12.0,55,26,25.0,100.52,Mainly Clear
112,1/5/2012 16:00,-5.0,-12.7,55,19,24.1,100.6,Mainly Clear
113,1/5/2012 17:00,-6.7,-14.1,56,11,25.0,100.65,Mainly Clear
114,1/5/2012 18:00,-7.1,-14.4,56,11,25.0,100.71,Clear
115,1/5/2012 19:00,-9.2,-15.4,61,7,25.0,100.8,Clear
116,1/5/2012 20:00,-9.8,-15.7,62,9,25.0,100.83,Clear
117,1/5/2012 21:00,-9.0,-14.8,63,13,25.0,100.83,Clear
118,1/5/2012 22:00,-9.9,-15.7,63,7,25.0,100.85,Cloudy
119,1/5/2012 23:00,-9.4,-15.5,61,9,25.0,100.83,Cloudy
120,1/6/2012 0:00,-9.6,-16.8,56,13,25.0,100.81,Cloudy
121,1/6/2012 1:00,-10.0,-17.3,55,17,25.0,100.81,Cloudy
122,1/6/2012 2:00,-10.5,-16.5,61,9,25.0,100.84,Cloudy
123,1/6/2012 3:00,-10.6,-16.0,64,0,25.0,100.76,Snow
124,1/6/2012 4:00,-11.3,-16.1,68,15,25.0,100.7,Snow
125,1/6/2012 5:00,-11.8,-16.0,71,19,25.0,100.61,Snow
126,1/6/2012 6:00,-12.0,-16.2,71,22,25.0,100.58,Snow
127,1/6/2012 7:00,-14.4,-16.3,85,22,25.0,100.52,Snow
128,1/6/2012 8:00,-12.3,-16.2,73,24,25.0,100.51,Snow
129,1/6/2012 9:00,-12.5,-16.7,71,26,25.0,100.53,Snow
130,1/6/2012 10:00,-12.3,-16.3,72,28,25.0,100.47,Snow
131,1/6/2012 11:00,-12.0,-16.0,72,17,24.1,100.36,Snow
132,1/6/2012 12:00,-11.7,-15.4,74,28,25.0,100.23,Snow
133,1/6/2012 13:00,-11.9,-15.6,74,20,24.1,100.13,Snow
134,1/6/2012 14:00,-11.2,-14.8,75,19,25.0,100.07,Snow
135,1/6/2012 15:00,-11.5,-14.4,79,19,25.0,100.06,Snow
136,1/6/2012 16:00,-11.6,-14.7,78,19,25.0,100.1,Snow
137,1/6/2012 17:00,-11.2,-14.3,78,17,25.0,100.15,Snow
138,1/6/2012 18:00,-10.5,-13.6,78,17,25.0,100.12,Cloudy
139,1/6/2012 19:00,-10.5,-13.4,79,15,25.0,100.13,Cloudy
140,1/6/2012 20:00,-10.2,-13.0,80,11,25.0,100.15,Cloudy
141,1/6/2012 21:00,-9.5,-12.5,79,9,25.0,100.13,Cloudy
142,1/6/2012 22:00,-9.3,-12.2,79,11,25.0,100.16,Cloudy
143,1/6/2012 23:00,-9.0,-12.0,79,7,25.0,100.15,Cloudy
144,1/7/2012 0:00,-8.7,-11.7,79,6,25.0,100.13,Cloudy
145,1/7/2012 1:00,-8.5,-11.4,80,0,25.0,100.11,Cloudy
146,1/7/2012 2:00,-8.1,-11.1,79,4,25.0,100.15,Cloudy
147,1/7/2012 3:00,-7.8,-10.8,79,4,25.0,100.12,Cloudy
148,1/7/2012 4:00,-7.5,-10.5,79,6,25.0,100.1,Cloudy
149,1/7/2012 5:00,-6.9,-9.7,80,4,25.0,100.12,Cloudy
150,1/7/2012 6:00,-6.7,-9.5,80,7,25.0,100.12,Cloudy
151,1/7/2012 7:00,-7.0,-9.7,81,7,25.0,100.16,Cloudy
152,1/7/2012 8:00,-6.4,-9.0,82,9,25.0,100.1,"Freezing Drizzle,Fog"
153,1/7/2012 9:00,-6.1,-8.7,82,7,25.0,100.15,"Freezing Rain,Fog"
154,1/7/2012 10:00,-5.7,-8.0,84,7,25.0,100.13,Freezing Rain
155,1/7/2012 11:00,-5.4,-7.7,84,9,25.0,100.08,Freezing Drizzle
156,1/7/2012 12:00,-5.5,-7.8,84,13,25.0,100.05,Freezing Drizzle
157,1/7/2012 13:00,-4.8,-7.2,83,15,25.0,100.07,Freezing Rain
158,1/7/2012 14:00,-4.4,-6.9,83,6,25.0,100.09,Snow
159,1/7/2012 15:00,-3.7,-6.1,83,11,25.0,100.09,Snow
160,1/7/2012 16:00,-3.6,-5.9,84,0,25.0,100.15,Snow
161,1/7/2012 17:00,-3.1,-5.4,84,13,25.0,100.27,Snow
162,1/7/2012 18:00,-3.2,-5.3,85,6,25.0,100.33,Snow
163,1/7/2012 19:00,-3.0,-5.0,86,6,25.0,100.41,Snow
164,1/7/2012 20:00,-1.8,-3.7,87,4,25.0,100.48,Snow
165,1/7/2012 21:00,-1.3,-3.1,88,0,25.0,100.5,Snow
166,1/7/2012 22:00,-1.5,-3.0,89,4,25.0,100.54,Fog
167,1/7/2012 23:00,0.4,-1.5,87,22,25.0,100.62,Snow
168,1/8/2012 0:00,0.6,-3.2,76,32,25.0,100.72,Cloudy
169,1/8/2012 1:00,-0.6,-4.6,74,32,25.0,100.8,Mostly Cloudy
170,1/8/2012 2:00,-1.7,-6.2,71,30,25.0,100.98,Mostly Cloudy
171,1/8/2012 3:00,-3.5,-8.3,69,32,25.0,101.13,Mainly Clear
172,1/8/2012 4:00,-4.4,-9.2,69,22,25.0,101.21,Mainly Clear
173,1/8/2012 5:00,-5.9,-10.5,70,13,25.0,101.33,Mainly Clear
174,1/8/2012 6:00,-5.8,-10.8,68,13,25.0,101.47,Cloudy
175,1/8/2012 7:00,-5.6,-10.3,69,11,25.0,101.59,Cloudy
176,1/8/2012 8:00,-5.9,-10.7,69,11,24.1,101.7,Snow
177,1/8/2012 9:00,-6.4,-11.9,65,17,24.1,101.81,Snow
178,1/8/2012 10:00,-6.5,-11.6,67,17,25.0,101.89,Snow
179,1/8/2012 11:00,-7.1,-12.6,65,22,24.1,101.92,Snow
180,1/8/2012 12:00,-6.7,-11.9,66,15,24.1,101.9,Snow
181,1/8/2012 13:00,-6.5,-12.4,63,15,24.1,101.94,Cloudy
182,1/8/2012 14:00,-6.5,-12.0,65,19,24.1,101.97,Mostly Cloudy
183,1/8/2012 15:00,-6.6,-12.9,61,20,25.0,102.04,Mostly Cloudy
184,1/8/2012 16:00,-6.6,-13.3,59,20,24.1,102.09,Mostly Cloudy
185,1/8/2012 17:00,-7.2,-13.8,59,17,25.0,102.17,Mainly Clear
186,1/8/2012 18:00,-8.1,-14.1,62,17,25.0,102.23,Mainly Clear
187,1/8/2012 19:00,-8.0,-13.9,62,15,25.0,102.26,Mostly Cloudy
188,1/8/2012 20:00,-8.3,-13.7,65,15,25.0,102.28,Mostly Cloudy
189,1/8/2012 21:00,-8.3,-13.9,64,11,25.0,102.26,Mostly Cloudy
190,1/8/2012 22:00,-8.7,-14.0,65,7,25.0,102.22,Mostly Cloudy
191,1/8/2012 23:00,-9.0,-13.9,68,7,25.0,102.22,Mostly Cloudy
192,1/9/2012 0:00,-9.2,-14.3,66,6,25.0,102.17,Mostly Cloudy
193,1/9/2012 1:00,-9.8,-14.5,68,0,25.0,102.13,Mostly Cloudy
194,1/9/2012 2:00,-9.0,-14.1,66,4,25.0,102.15,Mostly Cloudy
195,1/9/2012 3:00,-8.8,-13.2,70,0,25.0,102.11,Cloudy
196,1/9/2012 4:00,-8.5,-13.2,69,9,25.0,102.02,Cloudy
197,1/9/2012 5:00,-8.4,-12.7,71,11,25.0,101.93,Cloudy
198,1/9/2012 6:00,-7.7,-11.9,72,11,25.0,101.86,Cloudy
199,1/9/2012 7:00,-6.8,-11.0,72,15,25.0,101.8,Mostly Cloudy
200,1/9/2012 8:00,-5.9,-10.5,70,13,25.0,101.74,Snow
201,1/9/2012 9:00,-5.4,-9.2,75,11,25.0,101.68,Snow
202,1/9/2012 10:00,-4.8,-8.3,76,9,25.0,101.64,Snow
203,1/9/2012 11:00,-3.7,-7.2,77,7,24.1,101.54,Snow
204,1/9/2012 12:00,-2.5,-6.6,73,9,24.1,101.4,Cloudy
205,1/9/2012 13:00,-1.7,-5.8,74,7,24.1,101.27,Cloudy
206,1/9/2012 14:00,-1.4,-5.1,76,7,24.1,101.2,Cloudy
207,1/9/2012 15:00,-1.0,-5.1,74,9,24.1,101.13,Mostly Cloudy
208,1/9/2012 16:00,-1.3,-5.7,72,11,24.1,101.05,Mostly Cloudy
209,1/9/2012 17:00,-1.4,-5.8,72,15,24.1,100.96,Mostly Cloudy
210,1/9/2012 18:00,-1.0,-5.6,71,20,25.0,100.9,Mostly Cloudy
211,1/9/2012 19:00,-1.1,-5.8,70,19,25.0,100.83,Mostly Cloudy
212,1/9/2012 20:00,-1.5,-6.2,70,15,25.0,100.77,Mostly Cloudy
213,1/9/2012 21:00,-1.7,-6.3,71,11,25.0,100.64,Mostly Cloudy
214,1/9/2012 22:00,-0.3,-6.3,64,19,25.0,100.54,Mostly Cloudy
215,1/9/2012 23:00,-0.2,-6.1,64,17,25.0,100.45,Cloudy
216,1/10/2012 0:00,2.5,-5.2,57,30,25.0,100.38,Cloudy
217,1/10/2012 1:00,2.3,-3.4,66,35,25.0,100.28,Snow
218,1/10/2012 2:00,1.4,-2.5,75,19,25.0,100.23,Snow
219,1/10/2012 3:00,1.6,-2.0,77,28,25.0,100.16,Snow
220,1/10/2012 4:00,1.2,-1.7,81,26,25.0,100.07,Cloudy
221,1/10/2012 5:00,0.8,-1.2,86,30,25.0,100.02,"Rain,Snow"
222,1/10/2012 6:00,0.7,-1.2,87,30,25.0,100.04,Snow
223,1/10/2012 7:00,1.5,-0.7,85,20,25.0,100.08,Snow
224,1/10/2012 8:00,1.2,-1.1,85,24,25.0,100.11,Cloudy
225,1/10/2012 9:00,1.6,-0.8,84,17,25.0,100.23,Cloudy
226,1/10/2012 10:00,2.0,-0.9,81,24,24.1,100.27,Mostly Cloudy
227,1/10/2012 11:00,2.6,-1.1,77,22,24.1,100.29,Mainly Clear
228,1/10/2012 12:00,1.4,-3.1,72,30,24.1,100.32,Mostly Cloudy
229,1/10/2012 13:00,0.7,-5.4,64,26,24.1,100.36,Mostly Cloudy
230,1/10/2012 14:00,-0.2,-6.2,64,26,24.1,100.45,Mainly Clear
231,1/10/2012 15:00,-1.4,-7.9,61,30,24.1,100.65,Mainly Clear
232,1/10/2012 16:00,-3.1,-10.9,55,30,24.1,100.81,Mostly Cloudy
233,1/10/2012 17:00,-4.0,-12.0,54,17,24.1,100.91,Mostly Cloudy
234,1/10/2012 18:00,-4.9,-12.7,54,15,25.0,101.04,Mostly Cloudy
235,1/10/2012 19:00,-5.7,-13.8,53,15,25.0,101.15,Mostly Cloudy
236,1/10/2012 20:00,-6.4,-14.3,53,13,25.0,101.24,Mostly Cloudy
237,1/10/2012 21:00,-6.6,-13.6,57,9,25.0,101.32,Mostly Cloudy
238,1/10/2012 22:00,-7.3,-14.7,55,13,25.0,101.34,Mostly Cloudy
239,1/10/2012 23:00,-8.6,-15.6,57,19,25.0,101.44,Mostly Cloudy
240,1/11/2012 0:00,-9.5,-16.8,55,17,25.0,101.43,Mostly Cloudy
241,1/11/2012 1:00,-10.7,-17.8,56,17,25.0,101.49,Clear
242,1/11/2012 2:00,-12.0,-18.9,56,19,25.0,101.57,Clear
243,1/11/2012 3:00,-12.7,-19.4,57,19,25.0,101.64,Clear
244,1/11/2012 4:00,-13.4,-20.1,57,17,25.0,101.66,Clear
245,1/11/2012 5:00,-13.9,-21.0,55,19,25.0,101.66,Mainly Clear
246,1/11/2012 6:00,-14.4,-21.1,57,20,25.0,101.72,Mainly Clear
247,1/11/2012 7:00,-14.4,-21.0,57,13,25.0,101.77,Mostly Cloudy
248,1/11/2012 8:00,-14.7,-21.4,57,15,24.1,101.8,Mostly Cloudy
249,1/11/2012 9:00,-14.3,-20.8,58,15,24.1,101.81,Mostly Cloudy
250,1/11/2012 10:00,-13.9,-20.9,55,11,25.0,101.89,Cloudy
251,1/11/2012 11:00,-13.4,-20.8,54,15,24.1,101.78,Mostly Cloudy
252,1/11/2012 12:00,-12.7,-20.4,53,17,24.1,101.68,Cloudy
253,1/11/2012 13:00,-12.2,-20.0,52,19,24.1,101.63,Mostly Cloudy
254,1/11/2012 14:00,-11.4,-19.4,52,20,24.1,101.56,Mostly Cloudy
255,1/11/2012 15:00,-11.6,-19.9,50,20,24.1,101.61,Mostly Cloudy
256,1/11/2012 16:00,-11.8,-20.9,47,20,24.1,101.6,Mostly Cloudy
257,1/11/2012 17:00,-11.9,-20.1,51,26,24.1,101.56,Mostly Cloudy
258,1/11/2012 18:00,-12.0,-19.9,52,24,25.0,101.51,Mostly Cloudy
259,1/11/2012 19:00,-11.8,-19.2,54,30,25.0,101.43,Mostly Cloudy
260,1/11/2012 20:00,-11.2,-18.1,57,24,25.0,101.4,Cloudy
261,1/11/2012 21:00,-11.2,-16.5,65,19,25.0,101.32,Cloudy
262,1/11/2012 22:00,-10.8,-16.0,65,22,25.0,101.29,Cloudy
263,1/11/2012 23:00,-10.7,-15.7,67,20,25.0,101.19,Mostly Cloudy
264,1/12/2012 0:00,-10.0,-15.2,66,19,25.0,101.17,Mostly Cloudy
265,1/12/2012 1:00,-9.8,-15.2,65,24,25.0,101.13,Mostly Cloudy
266,1/12/2012 2:00,-9.4,-15.0,64,26,25.0,101.08,Cloudy
267,1/12/2012 3:00,-9.0,-14.7,63,33,25.0,101.02,Cloudy
268,1/12/2012 4:00,-8.5,-14.1,64,22,25.0,100.93,Cloudy
269,1/12/2012 5:00,-8.0,-13.7,64,30,25.0,100.81,Cloudy
270,1/12/2012 6:00,-7.6,-13.1,65,28,25.0,100.76,Cloudy
271,1/12/2012 7:00,-7.3,-12.7,65,28,25.0,100.69,Snow Showers
272,1/12/2012 8:00,-7.1,-11.3,72,33,25.0,100.61,Snow
273,1/12/2012 9:00,-6.8,-10.5,75,33,25.0,100.54,Snow
274,1/12/2012 10:00,-6.2,-9.6,77,35,25.0,100.46,Snow
275,1/12/2012 11:00,-6.0,-9.5,76,32,25.0,100.35,Snow
276,1/12/2012 12:00,-5.8,-8.9,79,32,25.0,100.22,Snow
277,1/12/2012 13:00,-5.8,-8.6,81,33,25.0,100.09,Snow
278,1/12/2012 14:00,-5.7,-8.5,81,28,25.0,99.97,Snow
279,1/12/2012 15:00,-5.2,-7.6,83,26,25.0,99.9,Moderate Snow
280,1/12/2012 16:00,-4.9,-7.3,83,33,25.0,99.88,Moderate Snow
281,1/12/2012 17:00,-5.1,-7.6,83,33,25.0,99.83,Snow
282,1/12/2012 18:00,-5.4,-8.1,81,35,25.0,99.76,Snow
283,1/12/2012 19:00,-5.0,-7.6,82,30,25.0,99.72,Snow
284,1/12/2012 20:00,-5.0,-7.8,81,28,25.0,99.64,Snow
285,1/12/2012 21:00,-4.7,-7.6,80,24,25.0,99.56,Snow
286,1/12/2012 22:00,-4.1,-6.8,81,26,25.0,99.47,Snow
287,1/12/2012 23:00,-4.6,-7.0,83,28,25.0,99.4,Snow
288,1/13/2012 0:00,-5.1,-7.5,83,28,25.0,99.3,Snow
289,1/13/2012 1:00,-5.0,-7.7,81,24,25.0,99.24,Snow
290,1/13/2012 2:00,-4.8,-7.5,81,22,25.0,99.22,Snow
291,1/13/2012 3:00,-4.5,-6.9,83,19,25.0,99.19,"Freezing Drizzle,Snow"
292,1/13/2012 4:00,-5.0,-7.4,83,24,25.0,99.13,Cloudy
293,1/13/2012 5:00,-5.1,-7.7,82,20,25.0,99.06,Cloudy
294,1/13/2012 6:00,-5.4,-7.8,83,22,25.0,98.94,Cloudy
295,1/13/2012 7:00,-5.1,-7.7,82,22,25.0,98.84,Cloudy
296,1/13/2012 8:00,-5.1,-7.5,83,26,25.0,98.69,Freezing Rain
297,1/13/2012 9:00,-5.0,-7.3,84,32,25.0,98.56,"Freezing Rain,Snow Grains"
298,1/13/2012 10:00,-4.8,-7.2,83,26,25.0,98.44,Freezing Drizzle
299,1/13/2012 11:00,-4.8,-7.3,83,28,25.0,98.22,Freezing Rain
300,1/13/2012 12:00,-4.8,-7.5,81,24,25.0,98.07,Snow
301,1/13/2012 13:00,-4.9,-7.3,83,20,25.0,97.99,Snow
302,1/13/2012 14:00,-4.8,-7.0,85,6,25.0,98.07,Snow
303,1/13/2012 15:00,-4.3,-6.5,85,13,25.0,98.1,Snow
304,1/13/2012 16:00,-3.7,-6.0,84,11,25.0,98.16,Snow
305,1/13/2012 17:00,-2.9,-4.8,87,15,25.0,98.23,Snow
306,1/13/2012 18:00,-1.7,-3.3,89,26,25.0,98.32,Snow
307,1/13/2012 19:00,-2.5,-4.5,86,33,25.0,98.6,Snow
308,1/13/2012 20:00,-3.2,-5.1,87,32,25.0,98.89,Snow
309,1/13/2012 21:00,-4.8,-7.9,79,37,25.0,99.09,"Snow,Blowing Snow"
310,1/13/2012 22:00,-5.5,-10.1,70,32,25.0,99.28,Snow
311,1/13/2012 23:00,-7.6,-11.2,75,35,25.0,99.51,"Snow,Blowing Snow"
312,1/14/2012 0:00,-8.9,-13.1,72,39,25.0,99.67,"Snow,Blowing Snow"
313,1/14/2012 1:00,-9.7,-14.3,69,24,25.0,99.85,Snow
314,1/14/2012 2:00,-11.2,-15.5,70,28,25.0,100.01,"Snow,Blowing Snow"
315,1/14/2012 3:00,-12.0,-16.2,71,24,25.0,100.16,"Snow,Blowing Snow"
316,1/14/2012 4:00,-13.4,-18.9,63,20,25.0,100.26,Snow
317,1/14/2012 5:00,-14.3,-19.8,63,24,25.0,100.39,Cloudy
318,1/14/2012 6:00,-15.2,-20.6,63,24,25.0,100.6,Cloudy
319,1/14/2012 7:00,-16.8,-22.2,63,26,25.0,100.73,Mostly Cloudy
320,1/14/2012 8:00,-17.9,-23.5,62,20,24.1,100.84,Mostly Cloudy
321,1/14/2012 9:00,-18.0,-23.6,61,19,24.1,100.97,Cloudy
322,1/14/2012 10:00,-18.0,-23.9,60,22,24.1,101.08,Mostly Cloudy
323,1/14/2012 11:00,-17.8,-23.9,59,20,24.1,101.14,Mostly Cloudy
324,1/14/2012 12:00,-17.5,-23.8,58,20,25.0,101.16,Mostly Cloudy
325,1/14/2012 13:00,-17.1,-24.1,55,17,25.0,101.18,Mainly Clear
326,1/14/2012 14:00,-16.7,-23.4,56,17,25.0,101.2,Mostly Cloudy
327,1/14/2012 15:00,-16.7,-23.4,56,22,25.0,101.24,Mostly Cloudy
328,1/14/2012 16:00,-16.7,-24.3,52,19,24.1,101.3,Mostly Cloudy
329,1/14/2012 17:00,-17.4,-24.4,54,13,25.0,101.36,Mostly Cloudy
330,1/14/2012 18:00,-17.7,-24.3,56,20,25.0,101.46,Mainly Clear
